PlayerName,Foot,Position,AWR,DWR,OVR,PAC,SHO,PAS,DRI,DEF,PHY,SM,DIV,POS,HAN,REF,KIC,SPD
Saúl Torres,Right,RB,High,Med,65,71,29,53,52,60,69,2,NA,NA,NA,NA,NA,NA
Claudio Mendes Vicente,Right,ST,Med,Med,65,74,64,62,64,35,55,4,NA,NA,NA,NA,NA,NA
César Cortés,Left,CM,Med,Med,65,57,61,68,66,45,61,3,NA,NA,NA,NA,NA,NA
Sebastian Bösel,Right,RB,High,High,65,71,54,59,66,58,70,2,NA,NA,NA,NA,NA,NA
Juan Ignacio Nardoni,Right,CM,Med,Med,65,72,55,63,68,53,57,2,NA,NA,NA,NA,NA,NA
Rafał Janicki,Right,CB,Low,Med,65,51,36,55,52,62,74,2,NA,NA,NA,NA,NA,NA
Steliano Filip,Left,LB,Med,Med,65,77,52,59,64,59,71,3,NA,NA,NA,NA,NA,NA
Alioune Ba,Left,CB,Med,Med,65,46,24,37,38,64,79,2,NA,NA,NA,NA,NA,NA
Miguel Ángel Rubio Lestan,Right,CB,Med,Med,65,45,29,39,42,63,64,2,NA,NA,NA,NA,NA,NA
David Pereira Da Costa,Left,LW,Med,Med,65,69,56,61,73,27,40,3,NA,NA,NA,NA,NA,NA
René Klingenburg,Right,CM,Med,Med,65,48,61,61,66,58,76,3,NA,NA,NA,NA,NA,NA
Branislav Niňaj,Right,CB,Med,Med,65,43,27,50,43,66,75,2,NA,NA,NA,NA,NA,NA
Ionuț Balaur,Right,CB,Med,Med,65,60,39,47,49,65,72,2,NA,NA,NA,NA,NA,NA
David Worrall,Right,RW,High,High,65,78,60,62,66,55,70,3,NA,NA,NA,NA,NA,NA
Sammy Skytte,Left,CM,Med,Med,65,52,61,61,65,62,77,3,NA,NA,NA,NA,NA,NA
Maximilian Rossmann,Right,CB,Med,Med,65,36,30,40,41,65,77,2,NA,NA,NA,NA,NA,NA
Aritz Arambarri Murua,Right,CB,Med,Med,65,51,27,49,43,64,69,2,NA,NA,NA,NA,NA,NA
Patrick McEleney,Right,CAM,Med,Med,65,74,60,63,67,55,59,3,NA,NA,NA,NA,NA,NA
Brian White,Right,ST,High,High,65,75,63,50,66,41,71,2,NA,NA,NA,NA,NA,NA
Thabang Monare,Right,CM,High,Med,65,74,66,65,68,67,64,2,NA,NA,NA,NA,NA,NA
Wellington D. Bueno,Right,CB,Med,Med,65,72,30,41,44,65,74,2,NA,NA,NA,NA,NA,NA
Hakeeb Adelakun,Right,LM,High,Med,65,79,61,60,66,21,62,3,NA,NA,NA,NA,NA,NA
Josh Dacres-Cogley,Right,RB,Med,Med,65,77,50,59,64,61,63,2,NA,NA,NA,NA,NA,NA
Alexandru Răuță,Right,CDM,Med,Med,65,56,35,52,51,63,75,2,NA,NA,NA,NA,NA,NA
Marcel Holzmann,Left,LB,High,Med,65,73,50,60,60,58,65,3,NA,NA,NA,NA,NA,NA
Lukas Scherff,Left,LB,High,High,65,80,51,55,67,55,71,3,NA,NA,NA,NA,NA,NA
Marlon Mejía,Right,CB,Med,Med,65,55,32,46,48,65,70,2,NA,NA,NA,NA,NA,NA
Taiyan Jin,Right,RB,Med,High,65,72,38,58,60,61,64,3,NA,NA,NA,NA,NA,NA
Tom Barlow,Right,ST,High,Med,65,76,63,50,59,35,74,2,NA,NA,NA,NA,NA,NA
Joël Abu Hanna,Left,CB,Med,Med,65,69,33,56,54,64,70,2,NA,NA,NA,NA,NA,NA
Tim Söderström,Right,LB,High,Med,65,87,57,56,64,57,68,3,NA,NA,NA,NA,NA,NA
Kenny Prince Redondo,Left,LM,Med,Med,65,86,59,56,67,44,57,3,NA,NA,NA,NA,NA,NA
Adam Zreľák,Left,ST,Med,High,65,66,65,48,61,29,75,2,NA,NA,NA,NA,NA,NA
Mihai Căpățînă,Right,CAM,Med,Med,65,68,62,64,66,31,65,3,NA,NA,NA,NA,NA,NA
Nordin Gerzić,Right,CM,Med,Med,65,38,49,69,69,56,61,3,NA,NA,NA,NA,NA,NA
Carl Winchester,Right,CM,High,Med,65,73,60,64,67,57,75,3,NA,NA,NA,NA,NA,NA
Alec Deneumostier,Right,CB,Med,Med,65,53,29,48,45,67,61,2,NA,NA,NA,NA,NA,NA
Lucas Suárez,Left,LB,Med,Med,65,66,30,47,52,65,72,2,NA,NA,NA,NA,NA,NA
Shunya Suganuma,Right,CB,Med,Med,65,49,30,46,39,66,72,2,NA,NA,NA,NA,NA,NA
Nicolás Castro,Right,CAM,Med,Med,65,61,63,66,66,38,53,2,NA,NA,NA,NA,NA,NA
Siebe Van der Heyden,Left,CB,Med,High,65,56,34,54,53,64,73,2,NA,NA,NA,NA,NA,NA
Jordan Thorniley,Left,CB,Med,High,65,62,36,48,53,65,71,2,NA,NA,NA,NA,NA,NA
David Stec,Right,RB,Med,Med,65,76,48,56,63,59,67,2,NA,NA,NA,NA,NA,NA
Ionuț Larie,Right,CB,Low,High,65,39,29,48,46,63,74,2,NA,NA,NA,NA,NA,NA
Andrés Ríos,Right,ST,Med,Med,65,59,65,63,66,38,79,3,NA,NA,NA,NA,NA,NA
Will Keane,Right,CAM,High,Med,65,66,65,58,65,39,68,3,NA,NA,NA,NA,NA,NA
Fridolin Wagner,Right,CDM,Med,High,65,66,56,54,62,64,70,2,NA,NA,NA,NA,NA,NA
Paolo Reyna,Left,LB,Med,Med,65,71,38,59,54,59,64,2,NA,NA,NA,NA,NA,NA
Grant Ward,Right,CM,Med,Med,65,72,60,64,66,56,62,3,NA,NA,NA,NA,NA,NA
David Andújar Jiménez,Right,CB,Med,Med,65,57,34,49,55,63,75,2,NA,NA,NA,NA,NA,NA
Franco Orozco,Right,LW,Med,Med,65,79,62,57,70,30,43,4,NA,NA,NA,NA,NA,NA
Sheng Qin,Right,CB,Low,Med,65,48,52,60,57,62,76,2,NA,NA,NA,NA,NA,NA
Yuji Ono,Right,CAM,Med,Med,65,73,59,63,67,40,61,4,NA,NA,NA,NA,NA,NA
Stephen Humphrys,Right,ST,Med,Med,65,70,65,53,64,35,76,2,NA,NA,NA,NA,NA,NA
Mario Kvesic,Right,CAM,Med,Med,65,80,64,64,72,24,54,3,NA,NA,NA,NA,NA,NA
Ethan Ebanks-Landell,Right,CB,Med,Med,65,52,48,49,52,64,75,2,NA,NA,NA,NA,NA,NA
Alberto Ocejo,Right,ST,Med,Med,65,74,63,61,65,37,57,2,NA,NA,NA,NA,NA,NA
Luis Iberico,Right,ST,Med,Med,65,69,64,48,66,24,62,3,NA,NA,NA,NA,NA,NA
Daniel Anyembe,Right,RB,High,Med,65,85,45,58,66,56,67,2,NA,NA,NA,NA,NA,NA
Nouh Al Mousa,Right,CDM,Med,Med,65,51,53,64,65,61,70,2,NA,NA,NA,NA,NA,NA
José Luis Rodríguez,Left,LM,High,Med,65,79,67,56,71,28,62,3,NA,NA,NA,NA,NA,NA
Juan Cruz Díaz Espósito,Left,LM,Med,Med,65,77,62,61,69,34,39,3,NA,NA,NA,NA,NA,NA
Matteo Ruggeri,Left,LM,Med,Med,65,65,49,62,64,64,63,2,NA,NA,NA,NA,NA,NA
Jay Spearing,Right,CDM,Low,High,65,54,52,63,65,63,67,3,NA,NA,NA,NA,NA,NA
Tayo Edun,Left,LB,Med,Med,65,72,45,58,63,59,69,2,NA,NA,NA,NA,NA,NA
Lucian Filip,Left,CDM,Med,High,65,53,48,58,59,66,68,2,NA,NA,NA,NA,NA,NA
Roberto Lopes,Right,CB,Med,High,65,50,29,46,51,66,72,2,NA,NA,NA,NA,NA,NA
Ablie Jallow,Left,LM,High,Med,65,78,57,61,69,24,41,3,NA,NA,NA,NA,NA,NA
Nathanael Ogbeta,Left,LWB,Med,Med,65,76,46,51,63,59,72,3,NA,NA,NA,NA,NA,NA
Yohan Demoncy,Right,CDM,Low,Med,65,64,44,60,64,60,67,3,NA,NA,NA,NA,NA,NA
Berkay Dabanlı,Right,CB,Med,Med,65,32,34,54,48,63,80,2,NA,NA,NA,NA,NA,NA
Alexander Stølås,Left,LB,High,Med,65,68,68,66,67,60,70,3,NA,NA,NA,NA,NA,NA
Luca Meisl,Right,CB,Med,Med,65,51,27,43,48,65,70,2,NA,NA,NA,NA,NA,NA
Lucas Morales,Left,LB,Med,Med,65,69,35,50,65,62,60,2,NA,NA,NA,NA,NA,NA
Sven Sprangler,Right,CM,Med,Med,65,67,49,61,65,63,72,2,NA,NA,NA,NA,NA,NA
Tobias Müller,Right,CB,Med,Med,65,66,29,48,55,64,71,2,NA,NA,NA,NA,NA,NA
Răzvan Grădinaru,Right,RM,Med,Med,65,78,62,61,64,54,64,3,NA,NA,NA,NA,NA,NA
Marcos Ovejero,Right,LW,High,Med,65,86,61,58,69,34,43,4,NA,NA,NA,NA,NA,NA
Luis Cano,Left,LM,High,Med,65,67,61,59,66,49,57,3,NA,NA,NA,NA,NA,NA
Nicolás Gorosito,Right,CB,Med,Med,65,57,50,57,53,63,75,2,NA,NA,NA,NA,NA,NA
Talal Al Absi,Right,CB,Low,High,65,57,25,38,47,66,73,2,NA,NA,NA,NA,NA,NA
Denis Rodríguez,Right,CM,Med,Med,65,67,60,65,68,55,54,3,NA,NA,NA,NA,NA,NA
Otar Kakabadze,Right,RB,Med,Med,65,82,47,62,63,59,68,2,NA,NA,NA,NA,NA,NA
Dylan Wenzel-Halls,Right,ST,High,Low,65,80,68,51,67,24,65,3,NA,NA,NA,NA,NA,NA
Dabao Yu,Right,CB,High,Med,65,67,57,58,60,62,76,3,NA,NA,NA,NA,NA,NA
Marius Briceag,Left,LB,Med,High,65,78,51,54,56,61,70,2,NA,NA,NA,NA,NA,NA
Perry Kitchen,Right,CDM,Low,Med,65,48,56,57,59,63,76,2,NA,NA,NA,NA,NA,NA
Paulo Retre,Right,CDM,Med,Med,65,54,50,60,67,62,69,2,NA,NA,NA,NA,NA,NA
Kevin Romay,Right,RW,Med,Med,65,76,57,58,67,58,72,3,NA,NA,NA,NA,NA,NA
Taylan Duman,Right,RM,Med,Med,65,65,61,63,66,49,61,2,NA,NA,NA,NA,NA,NA
Jiakang Hui,Right,LM,High,Med,65,73,60,62,66,39,63,3,NA,NA,NA,NA,NA,NA
Jonny Smith,Left,RM,High,Med,65,82,60,61,66,37,46,3,NA,NA,NA,NA,NA,NA
Damian Rasak,Right,CDM,Med,Med,65,70,52,57,62,62,76,2,NA,NA,NA,NA,NA,NA
Kilian Ludewig,Right,RWB,High,Med,65,74,46,60,62,60,50,3,NA,NA,NA,NA,NA,NA
Funso Ojo,Right,CDM,Low,Med,65,67,60,64,67,60,70,3,NA,NA,NA,NA,NA,NA
Harun Alpsoy,Right,CDM,Med,High,65,71,50,61,64,62,66,2,NA,NA,NA,NA,NA,NA
Neluț Roșu,Left,CM,Med,High,65,67,63,67,67,50,64,3,NA,NA,NA,NA,NA,NA
Kristoffer Haraldseid,Right,RB,High,High,65,71,53,59,62,61,69,2,NA,NA,NA,NA,NA,NA
Alejandro Sotillos Miarmau,Right,CB,Med,Med,65,66,31,54,58,65,64,2,NA,NA,NA,NA,NA,NA
Jorge Murrugarra,Right,CDM,Med,Med,65,61,51,59,59,61,63,2,NA,NA,NA,NA,NA,NA
Lucas Rougeaux,Right,CB,Med,Med,65,52,43,54,49,66,71,2,NA,NA,NA,NA,NA,NA
Hyun Soo Hwang,Right,CB,Med,Med,65,76,44,35,41,64,72,2,NA,NA,NA,NA,NA,NA
Salvador Reyes,Left,LM,Med,High,65,79,55,58,67,61,61,2,NA,NA,NA,NA,NA,NA
Craig Sibbald,Left,CM,Med,Med,65,80,59,62,69,58,58,3,NA,NA,NA,NA,NA,NA
Adam Nemec,Left,ST,Med,Med,65,44,65,46,62,30,73,3,NA,NA,NA,NA,NA,NA
Nico Antonitsch,Right,CB,Med,High,65,58,31,42,42,65,77,2,NA,NA,NA,NA,NA,NA
Ionuț Vînă,Left,CM,High,Med,65,73,61,59,67,63,71,3,NA,NA,NA,NA,NA,NA
Magnar Ødegaard,Right,CB,Med,Med,65,58,29,50,53,65,71,2,NA,NA,NA,NA,NA,NA
Hazaa Al Hazaa,Right,ST,High,Low,65,77,63,45,62,21,59,2,NA,NA,NA,NA,NA,NA
Luis Urruti,Right,LW,High,Med,65,71,60,62,63,17,47,2,NA,NA,NA,NA,NA,NA
Alejandro Millán Iranzo,Right,ST,High,Low,65,65,69,52,60,35,54,3,NA,NA,NA,NA,NA,NA
Magnus Grødem,Right,CAM,High,Med,65,69,59,63,67,42,67,4,NA,NA,NA,NA,NA,NA
Bo Min Seo,Right,LM,Med,Med,65,80,61,57,65,42,63,2,NA,NA,NA,NA,NA,NA
David Gomis,Right,LM,Med,Med,65,69,60,61,67,38,51,2,NA,NA,NA,NA,NA,NA
Erik Paartalu,Right,CDM,Med,Med,65,43,57,57,54,63,80,2,NA,NA,NA,NA,NA,NA
Jordan Leborgne,Right,CM,High,Med,65,70,57,67,67,62,63,3,NA,NA,NA,NA,NA,NA
Ilya Gaponov,Right,CB,Med,Med,65,64,28,44,44,65,65,2,NA,NA,NA,NA,NA,NA
Nicolai Næss,Right,CDM,Med,High,65,47,52,61,60,63,71,2,NA,NA,NA,NA,NA,NA
Ian Escobar,Left,LB,Med,Med,65,83,35,54,63,60,63,2,NA,NA,NA,NA,NA,NA
Carlos Montiel,Left,LB,Med,Med,65,70,32,53,56,61,60,2,NA,NA,NA,NA,NA,NA
Masaki Watai,Right,CAM,High,Low,65,69,63,65,67,45,52,3,NA,NA,NA,NA,NA,NA
Christián Herc,Right,CM,Med,Med,65,67,64,65,67,46,67,3,NA,NA,NA,NA,NA,NA
Sumayhan Al Nabit,Right,LM,Med,Low,65,79,56,60,66,25,49,3,NA,NA,NA,NA,NA,NA
Oliver Batista Meier,Right,CAM,Med,Med,65,75,64,57,74,29,44,3,NA,NA,NA,NA,NA,NA
Thore Pedersen,Right,LB,Med,Med,65,70,52,59,62,63,67,2,NA,NA,NA,NA,NA,NA
Gary Madine,Right,ST,Med,Low,65,49,66,51,61,32,78,2,NA,NA,NA,NA,NA,NA
Daniel Offenbacher,Left,CM,Med,Med,65,70,64,67,68,57,66,3,NA,NA,NA,NA,NA,NA
Isak Ssewankambo,Right,CDM,High,Med,65,77,37,57,60,59,83,2,NA,NA,NA,NA,NA,NA
George Cooper,Left,LWB,High,Med,65,78,60,65,67,57,58,3,NA,NA,NA,NA,NA,NA
Leonardo de Souza Sena,Right,CM,Med,Med,65,68,47,67,66,60,64,2,NA,NA,NA,NA,NA,NA
Gustavo Giménez,Right,RB,Med,Med,65,69,30,51,59,63,59,2,NA,NA,NA,NA,NA,NA
Yudai Konishi,Left,CDM,High,High,65,75,62,67,68,60,58,2,NA,NA,NA,NA,NA,NA
Christopher Opéri,Left,LB,Med,Med,65,77,51,58,62,59,67,2,NA,NA,NA,NA,NA,NA
Matías Fernández,Right,RM,High,Low,65,72,53,60,67,58,58,2,NA,NA,NA,NA,NA,NA
Issouf Paro,Right,CB,Low,Med,65,63,30,56,49,65,71,2,NA,NA,NA,NA,NA,NA
Isaac Atanga,Right,RW,Med,Med,65,88,60,54,67,28,57,3,NA,NA,NA,NA,NA,NA
Néstor Vidrio,Right,CB,Med,High,65,40,47,56,55,66,69,2,NA,NA,NA,NA,NA,NA
Alex Woodyard,Right,CM,Med,High,65,66,50,63,66,66,75,2,NA,NA,NA,NA,NA,NA
Semi Belkahia,Right,CB,Med,Med,65,70,37,42,56,63,77,2,NA,NA,NA,NA,NA,NA
Rúben Alexandre Gomes Oliveira,Right,CM,Med,Med,65,73,59,65,70,49,50,3,NA,NA,NA,NA,NA,NA
Ben Close,Right,CDM,Med,Med,65,71,62,63,66,61,63,3,NA,NA,NA,NA,NA,NA
Mohanad Jeahze,Left,LB,High,Med,65,85,43,58,66,54,67,2,NA,NA,NA,NA,NA,NA
Daiya Tono,Right,RW,Med,Med,65,68,67,58,70,18,46,3,NA,NA,NA,NA,NA,NA
Diego Hoyos,Right,CM,Med,Med,65,66,62,63,64,61,60,3,NA,NA,NA,NA,NA,NA
Roberto Pirrello,Right,CB,Med,Med,65,62,42,51,54,65,70,2,NA,NA,NA,NA,NA,NA
Timothy Tillman,Right,CM,Med,Med,65,70,51,64,72,35,62,3,NA,NA,NA,NA,NA,NA
Daniel Hanslik,Left,RM,Med,Low,65,72,64,59,63,25,69,3,NA,NA,NA,NA,NA,NA
Yanis Merdji,Right,ST,High,Med,65,76,65,56,67,18,69,3,NA,NA,NA,NA,NA,NA
Shea Salinas,Right,LM,High,High,65,71,57,63,66,58,60,2,NA,NA,NA,NA,NA,NA
Javier Hernández González,Left,CM,High,Med,65,67,65,66,67,47,65,3,NA,NA,NA,NA,NA,NA
Tarsis Bonga,Right,RM,Med,Med,65,81,59,52,67,32,71,2,NA,NA,NA,NA,NA,NA
Bjørn Inge Utvik,Right,CB,Med,High,65,46,37,48,52,66,70,2,NA,NA,NA,NA,NA,NA
Jon Nolan,Right,CM,High,Med,65,68,62,63,68,57,65,3,NA,NA,NA,NA,NA,NA
Olamide Shodipo,Right,LW,Med,Low,65,82,57,59,66,25,48,3,NA,NA,NA,NA,NA,NA
Giacomo Vrioni,Right,ST,High,Med,65,77,65,50,65,23,60,4,NA,NA,NA,NA,NA,NA
Yuto Uchida,Left,LB,High,Med,65,72,59,60,66,61,57,2,NA,NA,NA,NA,NA,NA
Yoshio Koizumi,Left,CAM,High,Med,65,75,60,64,65,53,51,2,NA,NA,NA,NA,NA,NA
Grigoris Kastanos,Left,CAM,Med,Med,65,68,57,60,72,28,60,3,NA,NA,NA,NA,NA,NA
Panutche Amadu Pereira Camará,Right,CM,High,Med,65,80,60,60,65,60,73,3,NA,NA,NA,NA,NA,NA
Christian Conteh,Right,LW,High,Med,65,93,50,50,71,28,49,3,NA,NA,NA,NA,NA,NA
Jake Carroll,Left,LB,Med,Low,65,72,39,62,59,59,64,2,NA,NA,NA,NA,NA,NA
Alexander Rossipal,Left,LWB,Med,Med,65,71,42,56,60,63,64,2,NA,NA,NA,NA,NA,NA
Ryan Haynes,Left,LWB,High,High,65,76,55,58,61,58,71,2,NA,NA,NA,NA,NA,NA
Erlend Dahl Reitan,Right,RB,High,Med,65,75,46,53,60,62,67,2,NA,NA,NA,NA,NA,NA
Akin Famewo,Left,CB,Low,Med,65,73,24,41,49,64,71,2,NA,NA,NA,NA,NA,NA
Ippei Shinozuka,Right,RM,Med,Low,65,71,62,57,68,37,62,2,NA,NA,NA,NA,NA,NA
Ryuho Kikuchi,Right,CB,Med,Med,65,42,29,41,39,64,78,2,NA,NA,NA,NA,NA,NA
Benaissa Benamar,Right,CB,Med,Med,65,73,28,46,51,64,71,2,NA,NA,NA,NA,NA,NA
Michael Blauensteiner,Right,RB,High,Med,65,71,47,59,61,59,69,3,NA,NA,NA,NA,NA,NA
Erik Vera,Left,LB,Med,High,65,72,49,60,64,61,62,3,NA,NA,NA,NA,NA,NA
Muhammed Mert,Left,CAM,Med,Med,65,68,56,68,70,48,47,3,NA,NA,NA,NA,NA,NA
Marc McNulty,Right,ST,Med,Med,65,73,66,55,65,33,68,2,NA,NA,NA,NA,NA,NA
Žarko Udovičić,Right,LM,High,High,65,77,59,59,65,54,71,2,NA,NA,NA,NA,NA,NA
Jefferson Mena,Left,CB,Low,High,65,69,32,40,50,62,73,2,NA,NA,NA,NA,NA,NA
Matt Butcher,Left,CM,Med,Med,65,64,58,63,62,62,76,2,NA,NA,NA,NA,NA,NA
Kamil Pestka,Left,LB,Med,Med,65,74,27,58,62,61,58,2,NA,NA,NA,NA,NA,NA
Curtis Tilt,Left,CB,High,Med,65,64,26,37,45,65,74,2,NA,NA,NA,NA,NA,NA
Erick Otieno,Left,LB,High,Med,65,86,43,57,63,55,69,2,NA,NA,NA,NA,NA,NA
Yuya Yamagishi,Right,ST,Med,Med,65,50,67,46,61,32,70,2,NA,NA,NA,NA,NA,NA
David Cancola,Right,CDM,Med,Med,65,65,38,58,60,63,67,2,NA,NA,NA,NA,NA,NA
Heber Leaños,Left,LB,Med,High,65,71,39,54,65,59,52,3,NA,NA,NA,NA,NA,NA
Bo Kyung Choi,Left,CB,Med,Med,65,60,39,55,53,63,75,2,NA,NA,NA,NA,NA,NA
Lukas Jäger,Right,CDM,Med,High,65,54,43,54,56,65,74,2,NA,NA,NA,NA,NA,NA
Luke Jephcott,Right,ST,Med,Med,65,77,64,54,65,29,69,3,NA,NA,NA,NA,NA,NA
Víctor González,Right,RB,Med,Med,65,60,23,51,55,65,70,2,NA,NA,NA,NA,NA,NA
Aiden O'Neill,Right,CM,High,High,65,75,63,61,67,57,65,3,NA,NA,NA,NA,NA,NA
Tom Pearce,Left,LB,High,Med,65,71,52,60,62,62,62,2,NA,NA,NA,NA,NA,NA
Pablo Ruiz,Left,CDM,High,High,65,66,57,59,64,65,55,2,NA,NA,NA,NA,NA,NA
Keiya Sento,Right,CM,High,Med,65,62,63,67,65,53,53,3,NA,NA,NA,NA,NA,NA
Jesús Piñuelas,Right,CB,Low,Med,65,61,34,44,47,66,64,2,NA,NA,NA,NA,NA,NA
Ismaila Jome,Left,LB,High,Med,65,73,57,59,62,62,68,3,NA,NA,NA,NA,NA,NA
Seámus Conneely,Right,CDM,Med,Med,65,42,49,58,60,63,72,2,NA,NA,NA,NA,NA,NA
Michael O'Halloran,Right,RW,Med,Low,65,89,59,56,65,31,65,3,NA,NA,NA,NA,NA,NA
Emil Berggreen,Right,ST,Med,Low,65,34,67,52,59,30,70,2,NA,NA,NA,NA,NA,NA
Hilary Gong,Right,RM,Med,Med,65,87,57,56,69,33,58,3,NA,NA,NA,NA,NA,NA
Dairon Asprilla,Right,RM,Med,Med,65,74,63,58,67,39,72,3,NA,NA,NA,NA,NA,NA
Clayton Lewis,Left,CM,High,Med,65,71,59,67,67,56,68,2,NA,NA,NA,NA,NA,NA
Răzvan Oaidă,Right,CM,Med,Med,65,72,63,63,66,62,68,3,NA,NA,NA,NA,NA,NA
Jan Niklas Beste,Left,LB,High,High,65,73,46,61,69,57,61,3,NA,NA,NA,NA,NA,NA
Marvin Ekpiteta,Right,CB,Med,Med,65,69,28,46,51,64,74,2,NA,NA,NA,NA,NA,NA
Gastón Benavídez,Right,RB,Med,Med,65,65,36,52,59,63,59,2,NA,NA,NA,NA,NA,NA
Liam Sercombe,Right,CM,High,Med,65,65,61,64,65,55,65,3,NA,NA,NA,NA,NA,NA
Dionicio Pérez,Left,ST,Med,Med,65,62,67,45,60,20,61,2,NA,NA,NA,NA,NA,NA
Ryan Tunnicliffe,Right,CM,Med,Med,65,64,58,64,64,64,70,3,NA,NA,NA,NA,NA,NA
Deian Boldor,Left,CB,Med,Med,65,70,32,42,43,66,74,2,NA,NA,NA,NA,NA,NA
Alfie Kilgour,Right,CB,Med,High,65,63,40,43,52,63,75,2,NA,NA,NA,NA,NA,NA
Kelland Watts,Left,CB,Med,Med,65,59,48,54,57,63,74,2,NA,NA,NA,NA,NA,NA
Jørgen Skjelvik,Left,LB,High,Med,65,81,46,59,62,57,70,2,NA,NA,NA,NA,NA,NA
Martín Galain,Right,CB,Low,Med,65,61,28,42,46,64,71,2,NA,NA,NA,NA,NA,NA
Lautaro Guzmán,Left,RM,High,Low,65,72,58,60,69,37,59,3,NA,NA,NA,NA,NA,NA
Leo Greiml,Right,CB,Low,Med,65,57,30,47,46,65,71,2,NA,NA,NA,NA,NA,NA
Christoph Greger,Left,CB,Med,Med,65,54,28,36,40,65,73,2,NA,NA,NA,NA,NA,NA
Aly Ndom,Left,CDM,Med,Med,65,47,54,59,66,64,71,2,NA,NA,NA,NA,NA,NA
Sean Gannon,Right,RWB,High,Med,65,74,51,57,61,60,71,2,NA,NA,NA,NA,NA,NA
Siyabonga Ngezana,Right,CB,Med,Med,65,70,25,34,43,68,68,2,NA,NA,NA,NA,NA,NA
Yannis Letard,Right,CB,Med,Med,65,77,29,42,50,65,73,2,NA,NA,NA,NA,NA,NA
Sebastián Martínez,Right,CM,Med,High,65,68,50,62,65,63,66,3,NA,NA,NA,NA,NA,NA
Tim Rieder,Right,CDM,Med,Med,65,63,33,52,53,64,75,2,NA,NA,NA,NA,NA,NA
Fabián Henríquez,Left,CM,Med,High,65,63,56,63,65,58,73,3,NA,NA,NA,NA,NA,NA
Indy Boonen,Left,CAM,High,Med,65,69,65,62,67,44,59,3,NA,NA,NA,NA,NA,NA
Alberto Cayarga Fernández,Right,LM,Med,Low,65,78,63,61,65,25,62,4,NA,NA,NA,NA,NA,NA
Maxence Rivera,Right,LM,High,Med,65,75,61,58,70,25,43,2,NA,NA,NA,NA,NA,NA
Bruno Sepúlveda,Right,ST,Med,Med,65,55,67,48,60,28,66,2,NA,NA,NA,NA,NA,NA
Adnan Kovačević,Right,CB,Low,Med,65,53,38,42,44,67,65,2,NA,NA,NA,NA,NA,NA
Liridon Kalludra,Right,CM,Med,Med,65,76,57,64,70,51,65,3,NA,NA,NA,NA,NA,NA
Ransford-Yeboah Königsdörffer,Right,RM,Med,Med,65,83,61,55,67,37,53,2,NA,NA,NA,NA,NA,NA
Josh Scowen,Right,CM,Med,High,65,59,55,63,66,65,71,3,NA,NA,NA,NA,NA,NA
Mohammed Qasem,Left,LB,High,Med,65,76,58,58,68,57,74,3,NA,NA,NA,NA,NA,NA
Rafael Mújica García,Right,ST,Med,Med,65,71,65,58,68,33,60,3,NA,NA,NA,NA,NA,NA
Ross Stewart,Right,ST,High,Med,65,71,63,51,58,26,69,2,NA,NA,NA,NA,NA,NA
Alex MacDonald,Right,LM,High,High,65,75,58,61,65,57,84,3,NA,NA,NA,NA,NA,NA
Marlon Ritter,Right,CAM,Med,Med,65,69,62,61,71,24,59,3,NA,NA,NA,NA,NA,NA
Mattéo Ahlinvi,Left,CDM,Med,High,65,63,55,62,67,61,66,3,NA,NA,NA,NA,NA,NA
Laros Duarte,Right,CM,Med,Med,65,65,58,65,67,57,66,2,NA,NA,NA,NA,NA,NA
Juan Eduardo Lescano,Right,ST,High,Med,65,73,67,52,63,29,65,3,NA,NA,NA,NA,NA,NA
Morgan Poaty,Left,LB,High,High,65,87,49,49,63,61,72,3,NA,NA,NA,NA,NA,NA
Shuto Abe,Right,CM,Med,High,65,71,61,60,66,61,67,2,NA,NA,NA,NA,NA,NA
Yann Songo'o,Right,CDM,Med,High,65,60,39,55,60,63,79,2,NA,NA,NA,NA,NA,NA
Ross Sykes,Right,CB,Med,High,65,45,36,48,46,64,73,2,NA,NA,NA,NA,NA,NA
Edson Gutiérrez,Right,RB,Med,High,65,59,33,58,60,64,69,2,NA,NA,NA,NA,NA,NA
Luis Campos,Left,LB,High,High,65,74,48,55,61,63,59,3,NA,NA,NA,NA,NA,NA
Elton Kabangu,Left,LW,Med,Low,65,76,60,59,67,29,48,3,NA,NA,NA,NA,NA,NA
Dimitrios Emmanouilidis,Right,RM,High,Med,65,82,57,52,70,18,48,2,NA,NA,NA,NA,NA,NA
Loïc Bessilé,Left,CB,Med,Med,65,69,34,48,58,65,66,2,NA,NA,NA,NA,NA,NA
Jann-Fiete Arp,Right,ST,Med,Med,65,68,63,49,68,22,54,3,NA,NA,NA,NA,NA,NA
Harouna Sy,Left,LB,High,Med,65,76,38,52,63,60,69,2,NA,NA,NA,NA,NA,NA
Pablo Adorno,Left,CB,Med,Med,65,51,31,42,48,65,65,2,NA,NA,NA,NA,NA,NA
Franco Catarozzi,Left,CM,Med,Med,65,70,55,58,66,66,63,2,NA,NA,NA,NA,NA,NA
Emanuel Schreiner,Left,LM,Med,High,65,68,62,62,64,58,70,2,NA,NA,NA,NA,NA,NA
Dennis Widgren,Left,LB,Med,Med,65,61,45,64,62,61,65,2,NA,NA,NA,NA,NA,NA
Fausto Montero,Right,CM,Med,Med,65,67,56,61,65,65,68,3,NA,NA,NA,NA,NA,NA
